Date,AGG,BA,FMS,GAIA,GOOG,QQQ,RC,SPY,T
2016-08-12,112.62999725341797,133.10000610351562,47.09000015258789,8.050000190734863,783.219970703125,117.19999694824219,14.119999885559082,218.4600067138672,43.279998779296875
2016-08-15,112.43000030517578,134.66000366210938,47.040000915527344,8.100000381469727,782.4400024414062,117.69999694824219,14.069999694824219,219.08999633789062,43.02000045776367
2016-08-16,112.36000061035156,135.0,46.849998474121094,7.980000019073486,777.1400146484375,117.05000305175781,13.989999771118164,217.9600067138672,41.959999084472656
2016-08-17,112.56999969482422,134.72000122070312,46.20000076293945,7.909999847412109,779.9099731445312,117.26000213623047,13.8100004196167,218.3699951171875,41.86000061035156
2016-08-18,112.7300033569336,135.0,46.41999816894531,8.020000457763672,777.5,117.29000091552734,13.8100004196167,218.86000061035156,41.400001525878906
2016-08-19,112.4800033569336,134.44000244140625,44.68000030517578,7.960000038146973,775.4199829101562,117.26000213623047,13.729999542236328,218.5399932861328,41.0099983215332
2016-08-22,112.6500015258789,134.99000549316406,45.279998779296875,7.960000038146973,772.1500244140625,117.3499984741211,13.779999732971191,218.52999877929688,40.90999984741211
2016-08-23,112.68000030517578,134.13999938964844,45.41999816894531,7.96999979019165,772.0800170898438,117.55999755859375,13.75,218.97000122070312,40.849998474121094
2016-08-24,112.63999938964844,133.2899932861328,45.16999816894531,7.949999809265137,769.6400146484375,116.80000305175781,13.710000038146973,217.85000610351562,40.869998931884766
2016-08-25,112.5199966430664,132.97999572753906,44.720001220703125,7.789999961853027,769.4099731445312,116.61000061035156,13.779999732971191,217.6999969482422,41.06999969482422
2016-08-26,112.33999633789062,132.22999572753906,44.52000045776367,7.510000228881836,769.5399780273438,116.77999877929688,13.720000267028809,217.2899932861328,40.68000030517578
2016-08-29,112.6500015258789,132.89999389648438,44.5099983215332,7.210000038146973,772.1500244140625,116.94000244140625,13.8100004196167,218.36000061035156,41.0
2016-08-30,112.58999633789062,130.80999755859375,44.63999938964844,7.170000076293945,769.0900268554688,116.55999755859375,13.760000228881836,218.0,40.88999938964844
2016-08-31,112.56999969482422,129.4499969482422,44.27000045776367,7.929999828338623,767.0499877929688,116.44000244140625,13.800000190734863,217.3800048828125,40.880001068115234
2016-09-01,112.45999908447266,129.89999389648438,43.599998474121094,7.360000133514404,768.780029296875,116.73999786376953,13.670000076293945,217.38999938964844,40.959999084472656
2016-09-02,112.30999755859375,131.16000366210938,44.709999084472656,7.570000171661377,771.4600219726562,117.12000274658203,13.789999961853027,218.3699951171875,40.95000076293945
2016-09-06,112.55000305175781,132.99000549316406,45.40999984741211,7.699999809265137,780.0800170898438,117.8499984741211,13.800000190734863,219.02999877929688,41.22999954223633
2016-09-07,112.61000061035156,132.63999938964844,45.220001220703125,7.900000095367432,780.3499755859375,117.91999816894531,13.779999732971191,219.00999450683594,41.27000045776367
2016-09-08,112.22000122070312,132.89999389648438,45.0099983215332,7.809999942779541,775.3200073242188,117.2300033569336,13.819999694824219,218.50999450683594,41.189998626708984
2016-09-09,111.7300033569336,128.52999877929688,44.04999923706055,7.429999828338623,759.6599731445312,114.27999877929688,13.800000190734863,213.27999877929688,39.709999084472656
2016-09-12,111.81999969482422,130.1199951171875,44.43000030517578,7.809999942779541,769.02001953125,116.33000183105469,14.09000015258789,216.33999633789062,40.709999084472656
2016-09-13,111.51000213623047,128.75999450683594,44.06999969482422,7.639999866485596,759.6900024414062,115.29000091552734,14.09000015258789,213.22999572753906,39.970001220703125
2016-09-14,111.6500015258789,127.66999816894531,43.9900016784668,7.78000020980835,762.489990234375,115.83999633789062,14.0600004196167,213.14999389648438,39.88999938964844
2016-09-15,111.72000122070312,127.7699966430664,44.2599983215332,7.75,771.760009765625,117.63999938964844,14.220000267028809,215.27999877929688,40.45000076293945
2016-09-16,111.80000305175781,126.69999694824219,43.650001525878906,7.71999979019165,768.8800048828125,117.29000091552734,14.279999732971191,213.3699951171875,40.20000076293945
2016-09-19,111.70999908447266,127.4800033569336,43.72999954223633,7.679999828338623,765.7000122070312,116.77999877929688,14.470000267028809,213.41000366210938,40.060001373291016
2016-09-20,111.75,127.79000091552734,44.029998779296875,7.579999923706055,771.4099731445312,117.0,14.470000267028809,213.4199981689453,39.959999084472656
2016-09-21,112.02999877929688,130.55999755859375,44.349998474121094,7.650000095367432,776.219970703125,118.1500015258789,14.579999923706055,215.82000732421875,40.56999969482422
2016-09-22,112.26000213623047,131.8699951171875,45.11000061035156,7.909999847412109,787.2100219726562,119.08999633789062,14.520000457763672,217.17999267578125,41.11000061035156
2016-09-23,112.2300033569336,131.77999877929688,45.08000183105469,7.869999885559082,786.9000244140625,118.33000183105469,14.550000190734863,215.99000549316406,41.279998779296875
2016-09-26,112.37000274658203,130.57000732421875,44.15999984741211,7.599999904632568,774.2100219726562,117.33999633789062,14.479999542236328,214.24000549316406,41.13999938964844
2016-09-27,112.51000213623047,131.32000732421875,44.130001068115234,7.630000114440918,783.010009765625,118.5,14.640000343322754,215.57000732421875,41.459999084472656
2016-09-28,112.54000091552734,132.22999572753906,44.13999938964844,7.550000190734863,781.5599975585938,118.69999694824219,14.479999542236328,216.63999938964844,40.849998474121094
